"","filename","speaker","uttNum","transcript","pos_tags","move","moveid"
"5004","q2ec5.txt","f",140,"just just level with the side ","RB RB NN IN DT NN","check","q2ec5.f.move.143"
"15531","q5nc2.txt","f",29,"so right you want me to go four inches along then right ","RB RB PRP VBP PRP TO VB CD NNS IN RB JJ","check","q5nc2.f.move.32"
"4479","q2ec3.txt","f",69,"quite far up ","RB RB RB","check","q2ec3.f.move.73"
"6052","q2nc3.txt","f",95,"right straight up ","RB RB RB","check","q2nc3.f.move.99"
"11028","q4nc1.txt","f",238,"dir-- just directly down ","RB RB RB","check","q4nc1.f.move.258"
"12406","q4nc5.txt","f",51,"just straight down ","RB RB RB","check","q4nc5.f.move.48"
"14265","q5ec2.txt","f",119,"quite far up ","RB RB RB","check","q5ec2.f.move.120"
"22032","q7ec8.txt","f",81,"so down below ","RB RB RB","check","q7ec8.f.move.88"
"23421","q7nc5.txt","f",92,"back down again ","RB RB RB","check","q7nc5.f.move.103"
"6913","q2nc7.txt","f",155,"back down directly two inches ","RB RB RB CD NNS","check","q2nc7.f.move.165"
"2491","q1nc3.txt","f",116,"so just slightly below it then ","RB RB RB IN PRP RB","check","q1nc3.f.move.121"
"20574","q7ec2.txt","f",88,"then then straight down to the two inch mark ","RB RB RB IN TO DT CD NN NN","check","q7ec2.f.move.86"
"494","q1ec3.txt","f",269,"so down south right ","RB RB RB JJ","check","q1ec3.f.move.275"
"24666","q8ec4.txt","f",61,"halfway well never mind ","RB RB RB NN","check","q8ec4.f.move.59"
"26950","q8nc8.txt","f",62,"just just ver-- straight down ","RB RB RB RB","check","q8nc8.f.move.66"
"10500","q4ec7.txt","f",104,"so just so just in a diagonal upwards from right to left ","RB RB RB RB IN DT JJ NNS IN NN TO VBN","check","q4ec7.f.move.109"
"7459","q3ec1.txt","f",225,"right so basically just due north to the level of the ","RB RB RB RB JJ NN TO DT NN IN DT","check","q3ec1.f.move.232"
"13046","q4nc6.txt","f",264,"right down to the b-- ","RB RB TO DT","check","q4nc6.f.move.281"
"5937","q2nc2.txt","f",256,"just slightly to the right of the ""e"" ","RB RB TO DT NN IN DT LS","check","q2nc2.f.move.271"
"13756","q4nc8.txt","f",185,"straight down to the rock rock f-- at the bottom of it ","RB RB TO DT NN NN IN DT NN IN PRP","check","q4nc8.f.move.202"
"3702","q1nc7.txt","f",342,"right down to the monument eh ","RB RB TO DT NN UH","check","q1nc7.f.move.368"
"9677","q4ec2.txt","f",194,"straight down to the giraffes ","RB RB TO DT NNS","check","q4ec2.f.move.201"
"18632","q6nc1.txt","f",188,"right down to it around it ","RB RB TO PRP IN PRP","check","q6nc1.f.move.194"
"9492","q4ec2.txt","f",9,"right directly to your right ","RB RB TO PRP$ NN","check","q4ec2.f.move.9"
"10243","q4ec5.txt","f",142,"right so to make it curve above pebbled shore ","RB RB TO VB PRP NN IN JJ NN","check","q4ec5.f.move.178"
"21244","q7ec5.txt","f",105,"right down to fallen cairn ","RB RB TO VBN NN","check","q7ec5.f.move.110"
"13692","q4nc8.txt","f",121,"so just doing a straight line ","RB RB VBG DT JJ NN","check","q4nc8.f.move.133"
"11777","q4nc3.txt","f",394,"right just following the coast line ","RB RB VBG DT NN NN","check","q4nc3.f.move.425"
"1000","q1ec7.txt","f",133,"just just coming in at the base of it then ","RB RB VBG IN IN DT NN IN PRP RB","check","q1ec7.f.move.138"
"12052","q4nc4.txt","f",121,"down to ","RB TO","check","q4nc4.f.move.125"
"9356","q3nc8.txt","f",82,"down to the right-hand side ","RB TO DT JJ NN","check","q3nc8.f.move.85"
"25669","q8ec8.txt","f",35,"down to the bottom right ","RB TO DT JJ NN","check","q8ec8.f.move.33"
"1838","q1nc1.txt","f",546,"straight to the monument ","RB TO DT NN","check","q1nc1.f.move.553"
"6220","q2nc3.txt","f",263,"up to the top ","RB TO DT NN","check","q2nc3.f.move.285"
"6944","q2nc7.txt","f",186,"directly to the left ","RB TO DT NN","check","q2nc7.f.move.201"
"7825","q3ec4.txt","f",92,"right to the top ","RB TO DT NN","check","q3ec4.f.move.96"
"7900","q3ec5.txt","f",13,"almost to the bottom ","RB TO DT NN","check","q3ec5.f.move.15"
"8306","q3ec8.txt","f",114,"right to the edge ","RB TO DT NN","check","q3ec8.f.move.119"
"14241","q5ec2.txt","f",95,"down to the left ","RB TO DT NN","check","q5ec2.f.move.95"
"14944","q5ec6.txt","f",142,"right to the edge ","RB TO DT NN","check","q5ec6.f.move.142"
"18602","q6nc1.txt","f",158,"right to the lagoon ","RB TO DT NN","check","q6nc1.f.move.166"
"7131","q2nc8.txt","f",137,"up to the top of the stile ","RB TO DT NN IN DT NN","check","q2nc8.f.move.146"
"22332","q7ec8.txt","f",381,"almost to the edge of the paper ","RB TO DT NN IN DT NN","check","q7ec8.f.move.409"
"22821","q7nc2.txt","f",233,"right to the edge of the bay ","RB TO DT NN IN DT NN","check","q7nc2.f.move.239"
"25603","q8ec7.txt","f",114,"up to the top of the mountain ","RB TO DT NN IN DT NN","check","q8ec7.f.move.109"
"23162","q7nc4.txt","f",52,"down to the side of the crest falls ","RB TO DT NN IN DT NN VBZ","check","q7nc4.f.move.58"
"8211","q3ec8.txt","f",19,"just to the end of it ","RB TO DT NN IN PRP","check","q3ec8.f.move.22"
"24523","q8ec3.txt","f",111,"just to the right of it ","RB TO DT NN IN PRP","check","q8ec3.f.move.110"
"26335","q8nc5.txt","f",63,"still to the left of it ","RB TO DT NN IN PRP","check","q8nc5.f.move.68"
"8300","q3ec8.txt","f",108,"t-- right to the edge of them i am ","RB TO DT NN IN PRP FW VBP","check","q3ec8.f.move.113"
"21997","q7ec8.txt","f",46,"down to the point just at the side of the carpenter's house ","RB TO DT NN RB IN DT NN IN DT NN POS NN","check","q7ec8.f.move.49"
"1800","q1nc1.txt","f",508,"down to the right to my left-hand side ","RB TO DT NN TO PRP$ JJ NN","check","q1nc1.f.move.516"
"9797","q4ec3.txt","f",101,"down to the concealed hideout ","RB TO DT VBN NN","check","q4ec3.f.move.105"
"11611","q4nc3.txt","f",228,"just to about the end of the ravine ","RB TO IN DT NN IN DT NN","check","q4nc3.f.move.258"
"19435","q6nc4.txt","f",152,"down to about where just where the stone creek is yeah ","RB TO IN WRB RB WRB DT NN NN VBZ JJ","check","q6nc4.f.move.155"
"5487","q2ec8.txt","f",78,"just to bottom of the ruined monastery ","RB TO NN IN DT VBN NN","check","q2ec8.f.move.79"
"13199","q4nc7.txt","f",40,"down to it ","RB TO PRP","check","q4nc7.f.move.42"
"23292","q7nc4.txt","f",182,"back to my left ","RB TO PRP$ NN","check","q7nc4.f.move.206"
"10220","q4ec5.txt","f",119,"so eh i'm going for a straight line from concealed hideout to the first eh crest ","RB UH FW VBP VBG IN DT JJ NN IN VBN NN TO DT JJ UH NN","check","q4ec5.f.move.147"
"6970","q2nc7.txt","f",212,"so come s-- two inches ","RB VB CD NNS","check","q2nc7.f.move.228"
"26941","q8nc8.txt","f",53,"so wait a minute i'm going right round the top of the mountain then ","RB VB DT NN FW VBP VBG RB VBP DT NN IN DT NN RB","check","q8nc8.f.move.57"
"11948","q4nc4.txt","f",17,"so wait a minute i've got to go round the i've got ","RB VB DT NN FW VBP VBN TO VB JJ DT FW VBP VBN","check","q4nc4.f.move.16"
"15610","q5nc2.txt","f",108,"just round the sort of round rocks ","RB VB DT NN IN JJ NNS","check","q5nc2.f.move.112"
"10899","q4nc1.txt","f",109,"so do a sort of semicircle to the saxon barn ","RB VB DT NN IN NN TO DT NN NN","check","q4nc1.f.move.116"
"11753","q4nc3.txt","f",370,"just follow that wee hump ","RB VB DT NN NN","check","q4nc3.f.move.401"
"14415","q5ec3.txt","f",75,"so do i go along and then move up to go round it like that ","RB VB FW VB RB CC RB VB RB TO VB JJ PRP IN DT","check","q5ec3.f.move.74"
"13267","q4nc7.txt","f",108,"so do i go straight up then ","RB VB FW VB RB RB RB","check","q4nc7.f.move.115"
"4204","q2ec1.txt","f",105,"not close at all ","RB VB IN DT","check","q2ec1.f.move.111"
"10918","q4nc1.txt","f",128,"so carry on the same direction as the hump is that ","RB VB IN DT JJ NN IN DT NN VBZ IN","check","q4nc1.f.move.138"
"14658","q5ec4.txt","f",172,"just stop at the old lighthouse ","RB VB IN DT JJ NNP","check","q5ec4.f.move.181"
"17620","q6ec3.txt","f",172,"so go over the mountain ","RB VB IN DT NN","check","q6ec3.f.move.171"
"4457","q2ec3.txt","f",47,"then go horizontal ","RB VB JJ","check","q2ec3.f.move.49"
"15140","q5ec8.txt","f",34,"then turn doon towards the bottom of the page ","RB VB JJ IN DT NN IN DT NN","check","q5ec8.f.move.33"
"10295","q4ec6.txt","f",11,"so go right underneath the camera shop at the bottom ","RB VB JJ IN DT NN NN IN DT NN","check","q4ec6.f.move.12"
"19114","q6nc3.txt","f",31,"so go round it ","RB VB JJ PRP","check","q6nc3.f.move.33"
"4055","q1nc8.txt","f",218,"just follow it round ","RB VB PRP JJ","check","q1nc8.f.move.229"
"14272","q5ec2.txt","f",126,"so do you go atop the will i go round the top of the white mountain ","RB VB PRP VB IN DT MD FW VB VB DT NN IN DT JJ NN","check","q5ec2.f.move.127"
"5327","q2ec7.txt","f",87,"so remind me what i'm i'm i've got to go underneath the dead tree ","RB VB PRP WP FW VBP FW VBP FW VBP VBN TO VB IN DT JJ NN","check","q2ec7.f.move.92"
"5876","q2nc2.txt","f",195,"so go straight through that ","RB VB RB IN DT","check","q2nc2.f.move.208"
"6339","q2nc4.txt","f",63,"so come down over the top top edge of the rocks yeah ","RB VB RB IN DT JJ JJ NN IN DT NNS VBP","check","q2nc4.f.move.65"
"25370","q8ec6.txt","f",248,"so go ri-- whi-- right by it and then up to the left of it ","RB VB RB IN PRP CC RB RB TO DT NN IN PRP","check","q8ec6.f.move.242"
"5770","q2nc2.txt","f",89,"right go straight through it then ","RB VB RB IN PRP RB","check","q2nc2.f.move.94"
"2138","q1nc2.txt","f",160,"just go right along ","RB VB RB RB","check","q1nc2.f.move.159"
"13887","q5ec1.txt","f",30,"right go left then left again ","RB VB RB RB VBD RB","check","q5ec1.f.move.29"
"8034","q3ec6.txt","f",32,"just go straight up past it ","RB VB RB RP IN PRP","check","q3ec6.f.move.33"
"8280","q3ec8.txt","f",88,"just move just grab onto the line ","RB VB RB VB IN DT NN","check","q3ec8.f.move.93"
"20555","q7ec2.txt","f",69,"so finish up next to the ""s"" of seven ","RB VB RP JJ TO DT NNS IN CD","check","q7ec2.f.move.67"
"21416","q7ec6.txt","f",152,"then go up level with footbridge ","RB VB RP NN IN NN","check","q7ec6.f.move.143"
"1331","q1nc1.txt","f",39,"actually go to it ","RB VB TO PRP","check","q1nc1.f.move.41"
"456","q1ec3.txt","f",231,"so turn to my left ","RB VB TO PRP$ NN","check","q1ec3.f.move.235"
"17677","q6ec4.txt","f",21,"right keep going right ","RB VB VBG RB","check","q6ec4.f.move.19"
"2644","q1nc3.txt","f",269,"so see where i tell you've got a carved wooden pole and a walled city right ","RB VB WRB FW VBP PRP VBP VBD DT VBN JJ NN CC DT JJ NN NN","check","q1nc3.f.move.292"
"11435","q4nc3.txt","f",52,"not got the burnt forest you have got ah no you haven't ","RB VBD DT JJ NN PRP VBP VBN RB DT PRP VBP RB","check","q4nc3.f.move.59"
"13274","q4nc7.txt","f",115,"just doing a diagonal again towards it ","RB VBG DT JJ RB IN PRP","check","q4nc7.f.move.123"
"12798","q4nc6.txt","f",16,"just missing the camera shop ","RB VBG DT NN NN","check","q4nc6.f.move.17"
"11099","q4nc2.txt","f",51,"not going through the mountain ","RB VBG IN DT NN","check","q4nc2.f.move.44"
"4986","q2ec5.txt","f",122,"just keeping on the edge of the page yeah ","RB VBG IN DT NN IN DT NN NN","check","q2ec5.f.move.126"
"14364","q5ec3.txt","f",24,"fast running creek ","RB VBG NN","check","q5ec3.f.move.23"
"26972","q8nc8.txt","f",84,"so going down but to the left at the same time ","RB VBG RB CC TO DT VBN IN DT JJ NN","check","q8nc8.f.move.88"
"6236","q2nc3.txt","f",279,"so going left straight horizontal left two inches ","RB VBG RB JJ JJ VBD CD NNS","check","q2nc3.f.move.302"
"8386","q3nc1.txt","f",59,"so going down to indian country ","RB VBG RB TO JJ NN","check","q3nc1.f.move.59"
"8844","q3nc4.txt","f",59,"still going to my left ","RB VBG TO PRP$ NN","check","q3nc4.f.move.60"
"22305","q7ec8.txt","f",354,"so skirting skirting along ","RB VBG VBG RB","check","q7ec8.f.move.378"
"24761","q8ec4.txt","f",156,"just left ","RB VBN","check","q8ec4.f.move.151"
"24353","q8ec2.txt","f",83,"straight left like ","RB VBN IN","check","q8ec2.f.move.81"
"5665","q2nc1.txt","f",73,"not marked at all ","RB VBN IN DT","check","q2nc1.f.move.74"
"13907","q5ec1.txt","f",50,"left come out turn left then turn left again and get to the bottom then turn left again ","RB VBN RP NN VBD RB VB RB RB CC VB TO DT JJ RB VB RB RB","check","q5ec1.f.move.48"
"7050","q2nc8.txt","f",56,"sorry have i to go round the top of it ","RB VBP FW TO VB JJ DT NN IN PRP","check","q2nc8.f.move.60"
"6817","q2nc7.txt","f",59,"am am i going in a kind of curve here ","RB VBP FW VBG IN DT NN IN NN RB","check","q2nc7.f.move.67"
"10941","q4nc1.txt","f",151,"so are we about a third down the page at the moment ","RB VBP PRP IN DT JJ IN DT NN IN DT NN","check","q4nc1.f.move.163"
"8972","q3nc5.txt","f",22,"so are you going down the way the way i would normally write a ""u"" ","RB VBP PRP VBG RP DT NN DT NN FW MD RB VB DT NN","check","q3nc5.f.move.22"
"14226","q5ec2.txt","f",80,"so is the big mountain above the savannah for you ","RB VBZ DT JJ NN IN DT NN IN PRP","check","q5ec2.f.move.81"
"1112","q1ec7.txt","f",245,"so is the nuclear thing slightly to the right of the monument and above it ","RB VBZ DT JJ NN RB TO DT NN IN DT NN CC IN PRP","check","q1ec7.f.move.250"
"10962","q4nc1.txt","f",172,"so is this directly just a straight line ","RB VBZ DT RB RB DT JJ NN","check","q4nc1.f.move.185"
"21407","q7ec6.txt","f",143,"well is that only an inch from the side ","RB VBZ IN RB DT NN IN DT NN","check","q7ec6.f.move.134"
"4725","q2ec4.txt","f",115,"so is it ","RB VBZ PRP","check","q2ec4.f.move.118"
"26985","q8nc8.txt","f",97,"so is it straight across ","RB VBZ PRP JJ IN","check","q8nc8.f.move.101"
"14320","q5ec2.txt","f",174,"so is it almost a full circle it's like a peninsula ","RB VBZ PRP RB DT JJ NN PRP VBZ IN DT NN","check","q5ec2.f.move.177"
"26154","q8nc4.txt","f",39,"so is it to the left of the disused monastery i've to ","RB VBZ PRP TO DT NN IN DT JJ NN FW VBP TO","check","q8nc4.f.move.37"
"10156","q4ec5.txt","f",55,"so does it oh how does it how does the line go does it go just like a straight line between just below pine grove to the hi-- concealed hideout or ","RB VBZ PRP UH WRB VBZ PRP WRB VBZ DT NN VB VBZ PRP VB RB IN DT JJ NN IN RB IN VB NN TO DT VBN NN CC","check","q4ec5.f.move.71"
"4409","q2ec2.txt","f",133,"so what-- what would we end just underneath the east lake do we ","RB WP MD PRP VB RB IN DT JJ NN VBP PRP","check","q2ec2.f.move.136"
"15241","q5ec8.txt","f",135,"so where should i be heading doon the page uh ","RB WRB MD FW VB VBG IN DT NN UH","check","q5ec8.f.move.137"
"5779","q2nc2.txt","f",98,"sorry where am i going from the point just now just up northwest ","RB WRB RB FW VBG IN DT NN RB RB RB IN RB","check","q2nc2.f.move.103"
"5955","q2nc2.txt","f",274,"so where am i going now to the great viewpoint ","RB WRB RB FW VBG RB TO DT JJ NN","check","q2nc2.f.move.291"
"5708","q2nc2.txt","f",27,"to the r-- ","TO DT","check","q2nc2.f.move.28"
"25667","q8ec8.txt","f",33,"to the ","TO DT","check","q8ec8.f.move.31"
"22522","q7nc1.txt","f",145,"to the and then along to the indian country which is below it ","TO DT CC RB IN TO DT JJ NN WDT VBZ IN PRP","check","q7nc1.f.move.147"
"20057","q6nc7.txt","f",145,"to the the top of the where it sort of splurges out into the lagoon ","TO DT DT NN IN DT WRB PRP NN IN VBZ RP IN DT NN","check","q6nc7.f.move.155"
"13624","q4nc8.txt","f",53,"to the other two wee seagulls ","TO DT JJ CD NN NNS","check","q4nc8.f.move.60"
"3302","q1nc6.txt","f",108,"to the left-hand side ","TO DT JJ NN","check","q1nc6.f.move.112"
"6397","q2nc4.txt","f",121,"to the right-hand side ","TO DT JJ NN","check","q2nc4.f.move.124"
"7007","q2nc8.txt","f",13,"to the left-hand side ","TO DT JJ NN","check","q2nc8.f.move.13"
"9913","q4ec3.txt","f",217,"to the left yeah ","TO DT JJ NN","check","q4ec3.f.move.230"
"10289","q4ec6.txt","f",5,"to the bottom corner ","TO DT JJ NN","check","q4ec6.f.move.6"
"11031","q4nc1.txt","f",241,"to the secret valley ","TO DT JJ NN","check","q4nc1.f.move.261"
"24334","q8ec2.txt","f",64,"to the overgrown gully ","TO DT JJ NN","check","q8ec2.f.move.61"
"26797","q8nc7.txt","f",98,"to the left yeah ","TO DT JJ NN","check","q8nc7.f.move.100.9"
"25685","q8ec8.txt","f",51,"to the top right of the safari truck ","TO DT JJ NN IN DT JJ NN","check","q8ec8.f.move.48"
"5457","q2ec8.txt","f",48,"to the right-hand side of the meadow ","TO DT JJ NN IN DT NN","check","q2ec8.f.move.51"
"10598","q4ec7.txt","f",202,"to the right-hand end of the slate mountain ","TO DT JJ NN IN DT NN NN","check","q4ec7.f.move.214"
"3945","q1nc8.txt","f",108,"to the right-hand side of the antelopes ","TO DT JJ NN IN DT NNS","check","q1nc8.f.move.114"
"19616","q6nc5.txt","f",85,"to the right-hand side of them ","TO DT JJ NN IN PRP","check","q6nc5.f.move.86"
"24660","q8ec4.txt","f",55,"to the right-hand side underneath it ","TO DT JJ NN IN PRP","check","q8ec4.f.move.53"
"2475","q1nc3.txt","f",100,"to the fast running creek ","TO DT JJ VBG NN","check","q1nc3.f.move.103"
"729","q1ec5.txt","f",122,"to the right ","TO DT NN","check","q1ec5.f.move.126"
"3652","q1nc7.txt","f",292,"to the right ","TO DT NN","check","q1nc7.f.move.312"
"5710","q2nc2.txt","f",29,"to the right ","TO DT NN","check","q2nc2.f.move.30"
"5787","q2nc2.txt","f",106,"to the left ","TO DT NN","check","q2nc2.f.move.112"
"6638","q2nc5.txt","f",188,"to the left ","TO DT NN","check","q2nc5.f.move.207"
"6843","q2nc7.txt","f",85,"to the right ","TO DT NN","check","q2nc7.f.move.93"
"7022","q2nc8.txt","f",28,"to the right ","TO DT NN","check","q2nc8.f.move.28"
"7226","q2nc8.txt","f",232,"to the corner ","TO DT NN","check","q2nc8.f.move.249"
"7242","q3ec1.txt","f",8,"to the west ","TO DT NN","check","q3ec1.f.move.9"
"8040","q3ec6.txt","f",38,"to the left ","TO DT NN","check","q3ec6.f.move.39"
"10266","q4ec5.txt","f",165,"to the left ","TO DT NN","check","q4ec5.f.move.206"
"13188","q4nc7.txt","f",29,"to the left ","TO DT NN","check","q4nc7.f.move.30"
"16412","q5nc6.txt","f",137,"to the left ","TO DT NN","check","q5nc6.f.move.137"
"16429","q5nc6.txt","f",154,"to the left ","TO DT NN","check","q5nc6.f.move.155"
"19151","q6nc3.txt","f",68,"to the right ","TO DT NN","check","q6nc3.f.move.70"
"19990","q6nc7.txt","f",78,"to the right ","TO DT NN","check","q6nc7.f.move.85"
"20166","q6nc8.txt","f",48,"to the gate ","TO DT NN","check","q6nc8.f.move.52"
"22142","q7ec8.txt","f",191,"to the right ","TO DT NN","check","q7ec8.f.move.208"
"24229","q8ec1.txt","f",283,"to the left ","TO DT NN","check","q8ec1.f.move.294.9"
"24545","q8ec3.txt","f",133,"to the left ","TO DT NN","check","q8ec3.f.move.132"
"25251","q8ec6.txt","f",129,"to the left ","TO DT NN","check","q8ec6.f.move.126"
"26280","q8nc5.txt","f",8,"to the right ","TO DT NN","check","q8nc5.f.move.8"
"26301","q8nc5.txt","f",29,"to the right and then back to the left ","TO DT NN CC RB RB TO DT NN","check","q8nc5.f.move.32"
"24467","q8ec3.txt","f",55,"to the left of that ","TO DT NN IN DT","check","q8ec3.f.move.58"
"23206","q7nc4.txt","f",96,"to the side of the straight the slate mountain okay ","TO DT NN IN DT JJ DT NN NN JJ","check","q7nc4.f.move.107"
"10379","q4ec6.txt","f",95,"to the middle of the east lake ","TO DT NN IN DT JJ NN","check","q4ec6.f.move.111"
"12211","q4nc4.txt","f",280,"to the middle of the alpine garden ","TO DT NN IN DT JJ NN","check","q4nc4.f.move.292"
"4142","q2ec1.txt","f",43,"to the mouth of the river ","TO DT NN IN DT NN","check","q2ec1.f.move.47"
"9897","q4ec3.txt","f",201,"to the end of the page ","TO DT NN IN DT NN","check","q4ec3.f.move.211"
"11590","q4nc3.txt","f",207,"to the top of the ravine ","TO DT NN IN DT NN","check","q4nc3.f.move.235"
"12745","q4nc5.txt","f",390,"to the right of the line ","TO DT NN IN DT NN","check","q4nc5.f.move.409"
"8312","q3ec8.txt","f",120,"to the bottom of the page or just past the chestnut tree ","TO DT NN IN DT NN CC RB IN DT NN NN","check","q3ec8.f.move.125"
"7241","q3ec1.txt","f",7,"to the left of the diamond mine ","TO DT NN IN DT NN NN","check","q3ec1.f.move.7"
"10287","q4ec6.txt","f",3,"to the left of the camera shop ","TO DT NN IN DT NN NN","check","q4ec6.f.move.4"
"12288","q4nc4.txt","f",357,"to the top of the telephone box ","TO DT NN IN DT NN NN","check","q4nc4.f.move.372"
"16433","q5nc6.txt","f",158,"to the left of the rocket warehouse ","TO DT NN IN DT NN NN","check","q5nc6.f.move.159"
"8208","q3ec8.txt","f",16,"to the bottom of the carpenter's house ","TO DT NN IN DT NN POS NN","check","q3ec8.f.move.20"
"22552","q7nc1.txt","f",175,"to the left of the carved stones right ","TO DT NN IN DT VBN NNS RB","check","q7nc1.f.move.177"
"14527","q5ec4.txt","f",41,"t-- t-- to the left of the pine tr-- ","TO DT NN IN DT VBP","check","q5ec4.f.move.42"
"9699","q4ec3.txt","f",3,"to the left of burnt forest ","TO DT NN IN JJ NN","check","q4ec3.f.move.3"
"13048","q4nc6.txt","f",266,"t-- to the top of it ","TO DT NN IN PRP","check","q4nc6.f.move.283"
"15638","q5nc2.txt","f",136,"to the right of it ","TO DT NN IN PRP","check","q5nc2.f.move.141"
"19565","q6nc5.txt","f",34,"to the bottom of it ","TO DT NN IN PRP","check","q6nc5.f.move.35"
"19731","q6nc5.txt","f",200,"to the bottom of it ","TO DT NN IN PRP","check","q6nc5.f.move.207"
"24475","q8ec3.txt","f",63,"to the left of it ","TO DT NN IN PRP","check","q8ec3.f.move.65"
"25112","q8ec5.txt","f",218,"to the left of them ","TO DT NN IN PRP","check","q8ec5.f.move.223"
"26163","q8nc4.txt","f",48,"to the right of it ","TO DT NN IN PRP","check","q8nc4.f.move.45"
"26561","q8nc5.txt","f",289,"to the left of it ","TO DT NN IN PRP","check","q8nc5.f.move.295"
"12251","q4nc4.txt","f",320,"to the letter ""t"" ","TO DT NN NN","check","q4nc4.f.move.335"
"10216","q4ec5.txt","f",115,"to the right to curve round right ","TO DT NN TO NN NN NN","check","q4ec5.f.move.142"
"21966","q7ec8.txt","f",15,"to the right to left ","TO DT NN TO VBN","check","q7ec8.f.move.16"
"3384","q1nc7.txt","f",24,"an-- to the very bottom of the page and round the p-- ","TO DT RB JJ IN DT NN CC VBP DT","check","q1nc7.f.move.29"
"19650","q6nc5.txt","f",119,"to the fallen pillars ","TO DT VBN NNS","check","q6nc5.f.move.120"
"17861","q6ec5.txt","f",56,"to the left well to the left ","TO DT VBN RB TO DT NN","check","q6ec5.f.move.57"
"4464","q2ec3.txt","f",54,"to there's a river ","TO EX VBZ DT NN","check","q2ec3.f.move.58"
"25643","q8ec8.txt","f",9,"to there's i'm under the d-- ","TO EX VBZ FW VBP IN DT","check","q8ec8.f.move.8"
"17036","q6ec2.txt","f",33,"to about the middle ","TO IN DT NN","check","q6ec2.f.move.36"
"8223","q3ec8.txt","f",31,"to about the level of the the top of the haystack ","TO IN DT NN IN DT DT NN IN DT NN","check","q3ec8.f.move.34"
"20794","q7ec3.txt","f",13,"to about an inch off the bottom ","TO IN DT NN IN DT NN","check","q7ec3.f.move.14"
"9269","q3nc7.txt","f",94,"to about the top of it ","TO IN DT NN IN PRP","check","q3nc7.f.move.97"
"12230","q4nc4.txt","f",299,"th-- to underneath the parked van ","TO IN DT VBN NN","check","q4nc4.f.move.312"
"22691","q7nc2.txt","f",103,"to sort of cut from above the trees to cut in to the left of them ","TO NN IN NN IN IN DT NNS TO VB IN TO DT NN IN PRP","check","q7nc2.f.move.100"
"22384","q7nc1.txt","f",7,"to your left-hand side ","TO PRP$ JJ NN","check","q7nc1.f.move.5"
"23273","q7nc4.txt","f",163,"to my right yeah ","TO PRP$ JJ NN","check","q7nc4.f.move.186"
"23354","q7nc5.txt","f",25,"to my right yeah ","TO PRP$ JJ NN","check","q7nc5.f.move.27"
"2420","q1nc3.txt","f",45,"to your right ","TO PRP$ NN","check","q1nc3.f.move.47"
"8576","q3nc2.txt","f",129,"to my right ","TO PRP$ NN","check","q3nc2.f.move.125"
"11664","q4nc3.txt","f",281,"to your right ","TO PRP$ NN","check","q4nc3.f.move.309"
"25444","q8ec6.txt","f",322,"to my left ","TO PRP$ NN","check","q8ec6.f.move.317"
"9473","q4ec1.txt","f",62,"to my right now very close to the right of the page ","TO PRP$ NN RB RB JJ TO DT NN IN DT NN","check","q4ec1.f.move.67"
"5381","q2ec7.txt","f",141,"to there ","TO RB","check","q2ec7.f.move.147"
"25543","q8ec7.txt","f",54,"to about halfway up the page ","TO RB RB IN DT NN","check","q8ec7.f.move.49"
"4647","q2ec4.txt","f",37,"to right to the edge of the page ","TO RB TO DT NN IN DT NN","check","q2ec4.f.move.39"
"16427","q5nc6.txt","f",152,"to directly to the left so to ","TO RB TO DT VBN RB TO","check","q5nc6.f.move.153"
"22467","q7nc1.txt","f",90,"to yo-- to you-- ","TO TO","check","q7nc1.f.move.89"
"4291","q2ec2.txt","f",15,"to to the left of the telephone kiosk ","TO TO DT NN IN DT NN NN","check","q2ec2.f.move.14"
"22761","q7nc2.txt","f",173,"to to right above the t-- th-- the fields ","TO TO RB IN DT DT NNS","check","q7nc2.f.move.172"
"6823","q2nc7.txt","f",65,"to woodland ","TO VB","check","q2nc7.f.move.73"
"11813","q4nc3.txt","f",430,"to miss the washed stones ","TO VB DT JJ NNS","check","q4nc3.f.move.462"
"5583","q2ec8.txt","f",174,"to get to any part of the lake right ","TO VB TO DT NN IN DT NN NN","check","q2ec8.f.move.175"
"21445","q7ec6.txt","f",181,"to how far from the edge of the page a couple of inches ","TO WRB RB IN DT NN IN DT NN DT NN IN NNS","check","q7ec6.f.move.170"
"15898","q5nc4.txt","f",56,"oh and you don't have it ","UH CC PRP VBP RB VB PRP","check","q5nc4.f.move.56"
"11458","q4nc3.txt","f",75,"oh but it's kind of curvy ","UH CC PRP VBZ NN IN JJ","check","q4nc3.f.move.84"
"23636","q7nc6.txt","f",84,"oh and then go left ","UH CC RB VB RB","check","q7nc6.f.move.87"
"3435","q1nc7.txt","f",75,"oh the from the bottom of the picture ","UH DT IN DT NN IN DT NN","check","q1nc7.f.move.83"
"7996","q3ec5.txt","f",109,"oh the top corner on the right ","UH DT JJ NN IN DT NN","check","q3ec5.f.move.123"
"23828","q7nc7.txt","f",172,"oh the cactus ","UH DT NN","check","q7nc7.f.move.185"
"11522","q4nc3.txt","f",139,"oh the ""r"" of the ravine ","UH DT NN IN DT NN","check","q4nc3.f.move.158"
"19014","q6nc2.txt","f",346,"oh i shouldn't actually be a-- below the lake no ","UH FW MD RB RB VB IN DT NN DT","check","q6nc2.f.move.351"
